cpu_usage,memory_usage,error_rate,latency_p99,disk_usage,network_in,pod_restarts,hour_of_day,severity
12.98,3.22,0.543,70.3,35.75,3.29,0,15,0
52.1,59.72,3.711,53.2,23.13,4.01,1,16,0
14.53,6.36,0.055,33.0,59.59,15.09,0,4,0
23.47,12.97,1.067,21.8,63.75,1.21,2,14,0
26.85,21.2,2.913,104.2,53.41,73.52,0,1,0
15.35,63.39,4.259,20.6,28.46,23.58,1,23,0
17.41,28.87,0.412,101.9,34.02,130.83,7,13,1
32.03,77.0,2.01,67.7,52.26,91.57,2,17,0
12.96,32.2,0.89,29.3,38.17,20.01,1,18,0
26.48,64.06,2.17,42.0,28.71,20.81,1,18,0
15.6,49.62,0.859,42.4,64.7,3.6,1,7,0
35.81,54.77,1.977,67.2,21.45,133.09,0,19,0
1.55,56.16,0.115,16.7,24.46,6.6,2,20,0
38.32,8.85,6.88,25.2,36.18,30.19,4,17,1
35.31,5.73,0.072,28.3,49.38,9.68,1,2,0
7.36,7.61,3.047,44.6,58.57,148.14,0,18,0
15.94,38.21,0.565,51.4,43.73,6.13,3,0,0
34.74,70.6,5.2,226.4,53.92,179.74,1,1,1
51.65,47.41,0.83,74.7,55.15,21.95,1,10,0
14.73,58.89,1.118,18.5,78.84,9.69,3,6,0
54.92,10.2,1.154,24.1,49.0,59.32,2,8,0
4.93,20.58,6.335,134.1,14.29,80.65,2,5,1
17.66,5.92,0.694,158.8,14.35,306.17,0,0,0
36.27,14.95,0.897,86.4,20.89,56.32,0,5,0
64.34,73.31,1.144,212.1,68.1,178.88,1,14,0
17.71,29.86,6.269,16.0,88.68,19.63,1,9,1
35.86,54.98,1.692,27.0,29.98,5.28,2,14,0
26.32,33.62,3.992,18.9,34.89,28.98,1,17,0
31.0,67.27,1.794,416.9,41.53,95.12,2,9,0
33.64,45.68,0.081,27.0,59.12,77.69,1,21,0
27.31,33.37,4.813,154.4,27.96,56.17,2,10,0
40.89,56.46,2.941,344.8,20.31,34.58,2,19,0
38.04,77.4,0.403,63.7,54.87,22.28,1,12,0
38.28,37.01,1.708,218.9,41.15,14.32,1,6,0
20.67,17.89,0.904,130.1,46.33,61.57,1,12,0
26.24,31.12,0.211,116.8,83.71,22.7,1,2,0
10.02,62.83,0.848,93.1,67.76,66.6,0,18,0
18.16,29.22,3.924,19.3,62.82,15.38,0,6,0
61.96,36.13,1.039,269.7,52.46,4.22,0,16,0
5.13,26.84,2.138,240.9,51.12,143.72,0,13,0
18.85,71.08,5.591,256.1,62.83,139.2,0,13,1
51.91,36.33,5.068,93.9,48.84,56.18,2,8,1
15.87,19.93,1.161,305.0,48.6,28.14,0,9,0
41.98,12.33,1.791,108.4,13.85,30.38,0,8,0
14.12,6.88,0.116,173.9,56.74,138.69,2,14,0
43.02,29.91,0.556,84.6,44.93,17.68,2,0,0
9.72,19.9,3.694,93.1,73.25,38.34,2,16,0
14.68,55.0,0.322,8.3,34.67,14.23,0,1,0
46.78,30.91,0.321,35.4,63.23,152.51,0,10,0
57.39,5.3,3.423,22.3,70.49,58.01,0,14,0
3.64,22.34,2.765,1.5,19.04,56.09,0,0,0
45.75,23.68,0.087,109.8,25.42,28.14,3,12,0
8.07,58.57,2.716,46.4,56.2,26.83,0,17,0
35.98,45.4,2.246,93.0,46.57,2.63,1,6,0
37.13,38.32,2.551,58.2,73.54,133.51,1,16,0
19.25,27.74,0.431,43.9,45.78,65.26,0,4,0
30.01,51.05,0.368,19.2,55.96,31.46,1,22,0
17.84,76.75,1.043,115.1,42.07,46.07,1,16,0
30.02,45.18,1.167,7.0,17.13,107.76,1,6,0
26.18,60.29,4.157,22.1,42.24,35.87,4,22,1
55.97,20.78,0.835,46.7,32.38,36.78,0,22,0
15.09,32.28,2.286,199.1,82.74,6.16,0,20,0
20.33,23.56,5.523,41.2,34.37,27.14,0,0,1
6.95,21.77,0.593,590.2,4.87,41.67,2,0,1
67.66,48.75,2.368,13.7,29.9,15.17,0,0,0
9.59,14.65,0.874,14.0,71.76,146.62,0,13,0
53.93,54.27,2.573,41.0,8.9,100.58,1,4,0
25.43,57.84,12.363,32.9,46.58,7.8,1,5,1
29.39,43.62,1.421,23.5,32.92,8.17,2,21,0
68.17,25.05,0.58,72.2,53.08,16.15,1,12,0
17.65,15.71,0.173,99.0,72.31,13.58,0,13,0
5.91,62.05,1.673,64.3,29.22,38.09,0,16,0
40.97,10.35,0.855,82.6,42.31,69.08,1,2,0
41.26,15.92,0.22,119.5,33.67,8.7,1,11,0
10.39,35.26,0.587,76.9,15.18,7.87,0,15,0
6.95,44.01,1.003,25.6,29.63,36.05,2,16,0
47.74,32.3,1.043,142.8,19.17,19.95,0,7,0
27.34,7.3,1.512,42.9,61.78,49.32,0,15,0
16.48,34.54,4.99,111.6,40.15,29.54,0,1,0
39.93,40.77,3.28,151.9,38.89,75.07,1,18,0
20.49,35.14,1.372,22.8,45.38,71.25,1,13,0
20.3,46.76,4.694,381.2,53.89,112.39,0,8,0
18.41,63.72,0.077,33.3,13.61,0.18,0,16,0
47.25,57.67,0.724,152.2,38.37,1.76,1,11,0
12.09,27.15,1.263,92.0,41.52,29.6,1,21,0
20.39,7.98,0.223,179.1,57.09,25.95,0,19,0
28.24,16.51,3.946,234.6,40.34,10.96,1,4,0
31.69,33.84,1.172,47.5,22.58,77.77,1,4,0
70.27,43.73,0.61,61.4,84.21,6.02,1,3,1
14.21,49.02,4.047,90.0,58.86,35.95,1,14,0
54.52,9.87,2.086,212.8,68.9,165.91,1,10,0
12.58,16.27,4.658,20.0,41.19,34.19,2,6,0
2.76,33.02,0.826,39.2,49.43,30.13,2,13,0
6.89,33.92,0.184,48.8,58.64,117.98,0,23,0
12.73,3.63,4.14,62.3,51.48,24.02,0,12,0
21.1,25.63,1.932,220.0,42.3,20.52,0,8,0
5.39,42.44,2.785,20.0,64.97,85.47,2,6,0
43.49,20.35,0.703,84.4,49.37,44.61,1,21,0
44.24,30.18,0.253,13.7,46.96,78.63,1,11,0
21.93,54.46,7.451,37.0,43.38,55.78,1,17,1
16.67,39.33,1.359,28.4,18.23,53.75,0,21,0
30.63,79.94,5.056,56.2,34.59,41.24,1,10,1
4.19,66.04,1.64,28.5,53.01,52.78,1,15,0
12.54,25.27,2.911,84.4,56.31,30.19,1,15,0
7.03,81.11,5.068,30.3,75.67,38.43,1,10,1
50.89,29.89,0.915,72.4,20.26,34.25,2,11,0
18.56,76.3,0.122,73.6,49.42,2.26,1,3,0
62.07,48.73,6.136,18.1,16.21,8.18,0,20,1
54.53,18.68,0.179,137.7,32.37,30.01,0,23,0
31.68,27.27,0.09,96.6,20.28,29.19,1,20,0
22.22,84.41,0.622,12.6,55.53,6.29,0,0,1
15.11,24.78,2.009,26.0,37.23,78.81,2,4,0
61.85,12.05,8.793,6.3,31.97,19.98,1,2,1
5.62,52.96,0.568,28.3,53.34,125.96,2,0,0
21.44,18.53,0.829,37.7,40.93,41.65,3,18,0
18.23,26.41,1.791,48.5,40.99,46.79,0,22,0
42.92,49.1,3.18,76.6,40.05,8.24,1,3,0
24.36,7.33,8.925,31.5,68.82,34.13,2,7,1
12.2,60.28,1.709,125.9,19.32,4.42,2,5,0
49.7,25.96,0.22,209.6,47.04,31.85,1,0,0
10.81,27.57,2.088,66.9,10.56,88.11,0,6,0
16.44,42.87,0.655,98.0,45.42,28.53,2,13,0
5.96,37.84,0.238,107.9,67.99,22.22,0,7,0
16.5,34.36,1.938,200.7,24.91,144.85,2,11,0
46.2,58.29,1.199,41.2,61.3,134.0,0,21,0
32.35,54.97,3.365,66.9,1.89,55.62,0,19,0
45.12,17.98,0.259,81.1,32.11,22.28,1,14,0
22.65,6.92,6.298,107.6,33.59,0.16,1,20,1
36.62,14.41,0.862,38.7,32.26,25.1,1,22,0
12.14,42.31,2.093,108.2,73.01,40.99,0,4,0
36.42,49.69,0.022,86.4,60.31,64.45,1,15,0
54.67,47.61,5.104,67.8,26.21,130.11,0,8,1
19.36,31.74,0.85,202.1,16.84,45.69,0,20,0
28.14,57.5,3.958,39.5,66.39,11.65,0,6,0
36.26,54.95,2.542,223.3,69.16,5.81,1,14,0
27.52,42.41,3.031,68.6,49.13,3.18,0,2,0
29.78,18.94,0.326,12.0,43.14,25.96,0,3,0
29.72,18.52,1.598,15.7,64.21,60.85,3,5,0
19.14,48.28,12.242,56.0,24.49,74.98,1,9,1
26.45,55.31,1.375,40.1,59.6,16.69,0,23,0
36.72,41.9,1.906,94.4,45.43,69.39,0,19,0
33.5,56.78,0.918,35.3,51.1,1.33,0,18,0
20.01,72.38,0.75,310.1,17.12,91.89,2,18,0
31.62,23.11,1.953,29.6,70.54,18.54,1,16,0
4.39,61.97,1.8,195.3,10.21,29.09,0,14,0
16.08,43.3,0.657,121.3,47.27,170.55,1,4,0
3.65,41.11,0.847,20.4,30.11,161.26,2,0,0
29.43,12.86,2.35,200.8,31.8,13.52,2,6,0
54.35,49.08,1.759,19.4,37.38,97.15,2,17,0
21.13,36.05,1.424,40.1,20.29,42.85,1,17,0
34.39,54.7,0.168,76.0,46.27,2.77,1,23,0
30.53,46.01,6.136,158.5,23.31,18.79,1,12,1
21.41,17.04,0.683,157.0,67.79,12.33,1,16,0
68.87,28.03,1.406,48.2,45.5,87.09,1,22,0
12.3,53.1,0.769,16.3,59.38,41.14,2,22,0
35.27,19.29,0.679,96.7,67.99,60.2,0,15,0
50.86,40.22,1.605,39.6,47.41,11.7,0,17,0
18.09,27.37,0.628,46.2,27.34,61.53,1,1,0
46.38,46.48,8.659,12.2,61.15,67.31,2,9,1
39.11,31.45,0.54,124.4,36.94,55.13,2,14,0
20.38,39.67,0.748,229.7,48.1,234.21,1,21,0
27.48,79.83,0.565,39.5,36.92,11.88,0,6,0
22.85,68.26,0.979,124.5,24.78,25.45,2,2,0
49.79,64.96,2.451,69.9,45.48,49.44,1,8,0
22.65,21.54,1.419,28.5,51.89,56.96,0,22,0
32.76,14.27,4.051,192.1,56.03,39.3,1,14,0
14.01,26.52,1.66,25.4,33.72,12.41,1,11,0
7.71,8.48,5.789,13.8,28.55,160.32,0,13,1
54.91,61.26,0.001,87.2,51.47,31.35,1,1,0
8.69,9.95,0.578,406.2,26.06,13.15,1,0,0
46.67,75.78,0.32,15.3,2.94,7.83,0,2,0
42.58,22.89,3.957,139.3,18.9,35.59,2,14,0
36.04,57.11,2.73,113.7,20.66,52.26,1,5,0
17.54,83.89,11.026,49.4,75.4,216.86,1,1,1
25.66,12.24,1.953,23.7,73.81,136.89,1,10,0
14.05,40.58,0.179,48.3,22.5,335.07,1,7,0
43.57,68.5,3.927,91.7,9.93,44.75,0,17,0
42.33,54.75,2.739,139.4,31.71,14.5,0,9,0
10.85,45.35,1.881,15.4,37.89,22.79,2,8,0
34.99,27.01,2.774,68.6,23.27,4.05,1,20,0
31.17,38.68,0.053,51.1,45.56,81.54,1,3,0
12.06,51.41,0.292,88.6,57.48,90.12,0,13,0
16.14,75.86,1.01,28.3,46.07,18.93,1,11,0
36.44,57.26,3.061,25.4,46.74,27.71,0,13,0
45.25,13.23,1.757,21.9,43.81,8.13,1,8,0
57.55,11.64,1.74,267.8,29.45,114.24,1,0,0
3.74,9.26,4.043,12.7,22.5,18.9,0,3,0
21.26,58.01,4.889,55.7,33.48,18.43,0,13,0
34.42,68.68,1.258,14.0,68.63,73.28,2,12,0
12.75,6.78,0.491,107.7,49.86,3.62,1,11,0
16.58,29.3,0.827,4.5,37.11,62.73,1,21,0
34.95,15.5,3.275,85.9,61.18,41.79,0,16,0
26.47,51.97,1.156,32.8,17.47,9.26,1,1,0
35.91,52.51,1.982,83.9,71.18,101.67,0,17,0
30.34,29.83,0.3,19.5,51.33,29.48,4,11,1
2.77,45.79,0.268,29.2,22.03,13.32,1,22,0
20.47,30.02,1.199,246.7,76.77,17.39,0,3,0
3.43,10.74,2.356,8.1,27.48,3.58,2,4,0
28.94,37.6,5.889,12.6,51.13,6.36,3,1,1
28.91,84.78,2.199,41.9,54.65,136.67,1,21,1
21.04,22.76,2.641,21.1,66.31,4.87,1,10,0
41.54,17.65,6.183,46.3,27.24,3.49,3,17,1
23.7,43.75,0.044,36.3,31.25,89.24,2,17,0
21.52,20.72,6.68,642.4,49.25,62.19,0,21,1
37.37,30.12,0.808,51.2,22.92,47.11,0,1,0
23.13,50.22,3.974,77.1,17.35,20.5,0,17,0
19.67,68.39,4.851,27.1,24.16,16.45,0,18,0
3.64,86.06,0.169,112.1,35.43,18.03,1,11,1
56.61,32.32,0.819,15.2,34.17,7.66,2,13,0
73.52,16.86,4.324,75.0,24.56,19.28,2,3,1
34.62,37.58,1.694,6.6,38.88,20.29,0,17,0
11.25,25.05,2.27,129.8,46.37,15.68,2,23,0
28.48,46.07,0.809,89.3,40.08,110.62,1,0,0
18.95,28.56,1.262,50.8,29.11,170.1,1,22,0
18.52,55.11,1.093,94.7,38.31,18.39,0,10,0
52.45,45.81,0.487,106.9,57.39,31.86,1,19,0
26.08,28.3,2.989,15.5,37.04,149.24,1,18,0
25.42,65.29,0.781,27.2,60.43,4.45,0,15,0
38.12,6.13,0.585,83.8,74.64,85.03,2,2,0
8.81,14.3,2.918,135.4,28.72,0.68,1,6,0
21.47,5.02,1.084,99.8,45.95,17.29,3,3,0
47.45,60.59,1.137,27.2,51.51,25.81,0,19,0
31.28,32.52,5.887,36.4,42.53,92.05,4,13,1
45.28,15.68,2.2,7.5,37.93,9.06,1,20,0
37.92,10.54,1.831,271.3,28.45,3.46,1,2,0
12.78,28.23,1.601,49.7,8.91,53.15,3,5,0
32.46,11.62,5.338,285.5,22.92,40.88,1,7,1
20.57,36.44,1.9,198.8,46.47,77.71,0,7,0
44.21,39.97,4.769,29.6,40.46,25.73,0,11,0
41.87,79.38,0.661,89.5,12.1,105.77,3,7,0
6.89,8.99,0.755,29.4,18.54,130.23,2,6,0
44.78,22.48,0.608,146.3,18.85,42.11,1,3,0
3.99,35.55,3.002,19.5,44.76,17.71,1,4,0
19.21,18.91,1.603,127.4,68.98,57.02,3,23,0
29.92,44.31,0.384,80.5,67.36,136.74,1,2,0
24.49,45.89,3.355,62.0,64.41,114.86,2,8,0
39.55,26.2,1.404,26.7,74.48,7.21,0,11,0
70.08,26.79,3.614,55.7,63.19,43.64,2,16,1
8.59,50.46,2.225,27.7,41.1,1.76,2,7,0
22.15,63.49,0.193,71.7,32.94,120.09,0,17,0
48.07,17.49,1.842,14.0,47.76,3.37,2,4,0
21.77,37.26,0.392,25.0,37.21,49.08,3,1,0
59.29,43.45,0.862,107.4,67.56,4.91,0,3,0
19.68,15.68,4.801,155.9,42.0,80.26,3,23,0
43.27,42.23,1.627,72.7,65.39,2.84,3,0,0
26.43,33.64,0.352,26.2,23.92,22.65,2,19,0
21.95,28.58,1.099,44.6,44.61,23.97,0,14,0
44.26,49.21,3.683,333.9,33.33,38.98,1,12,0
31.4,45.87,9.6,19.4,30.75,42.27,2,17,1
23.49,62.93,6.564,105.3,64.39,2.72,0,1,1
18.51,41.01,2.374,6.2,29.09,43.46,1,1,0
8.69,35.92,0.317,64.7,40.35,82.15,1,18,0
29.4,33.7,2.564,177.9,26.41,24.71,2,5,0
50.98,38.94,0.852,61.8,58.54,152.7,1,10,0
39.31,80.99,0.298,23.0,81.72,42.4,0,0,1
9.35,23.27,1.054,325.8,36.02,28.18,2,11,0
51.65,31.49,1.387,12.1,27.81,47.27,0,17,0
44.17,15.29,0.83,31.4,36.18,55.38,3,12,0
25.46,64.82,4.127,17.3,32.92,11.02,2,21,0
12.32,19.23,0.824,14.0,17.64,76.49,1,18,0
62.74,67.13,3.386,96.9,53.4,198.06,1,15,0
5.41,5.08,2.352,177.1,54.59,60.43,1,16,0
41.55,14.99,0.144,103.4,49.87,40.61,1,11,0
11.07,59.84,1.806,45.1,24.38,191.99,0,16,0
39.88,30.58,0.375,49.3,16.25,34.54,1,13,0
17.26,37.56,0.22,45.3,20.84,19.76,1,8,0
58.57,15.47,0.354,43.3,31.25,34.54,1,12,0
30.58,10.37,1.699,85.8,49.68,12.66,0,14,0
31.6,52.39,1.028,1755.3,47.65,220.97,0,21,1
29.65,46.05,0.691,247.6,35.13,14.32,2,6,0
50.5,21.96,3.895,6.3,33.79,196.03,0,20,0
44.22,50.16,5.475,7.6,47.68,168.68,1,21,1
41.2,65.75,0.671,27.2,82.8,5.53,2,23,0
13.75,54.52,3.179,103.5,30.9,192.65,3,7,0
9.13,56.31,2.191,39.9,73.11,74.96,1,8,0
56.76,55.66,3.077,26.0,56.37,30.62,0,10,0
25.88,59.3,4.049,18.3,40.17,0.66,2,2,0
20.31,10.75,0.641,89.2,32.61,40.5,0,18,0
28.81,58.17,0.113,103.9,58.67,23.51,3,2,0
11.38,24.43,0.4,81.1,65.55,170.49,0,21,0
17.68,6.58,3.116,42.4,43.29,18.94,2,18,0
25.23,17.38,2.306,220.2,20.96,79.18,0,11,0
10.17,35.93,0.798,9.9,32.35,101.86,0,3,0
32.65,72.71,1.785,53.4,32.8,61.87,0,0,0
3.9,60.09,0.529,67.8,11.18,11.77,1,18,0
68.53,85.18,2.394,8.2,53.62,36.69,0,7,1
21.21,41.32,4.442,94.0,59.9,81.67,1,10,0
44.06,53.97,3.441,29.5,62.47,19.58,1,8,0
18.39,66.6,3.474,155.2,62.53,5.64,3,0,0
40.79,45.15,0.16,11.7,64.96,66.37,1,19,0
32.39,63.41,2.432,23.8,50.54,148.95,1,5,0
52.28,45.93,9.515,17.8,28.52,1.82,1,2,1
50.21,46.96,2.15,9.5,33.57,6.06,1,3,0
47.7,27.5,1.022,162.9,10.41,62.24,0,17,0
20.4,49.15,1.074,414.6,39.47,2.46,0,12,0
35.93,17.96,5.565,15.0,35.31,42.85,1,18,1
13.45,77.97,5.595,18.8,9.78,18.56,0,0,1
8.13,31.08,0.003,208.0,42.1,92.72,0,21,0
18.19,10.63,1.221,14.7,37.03,18.98,1,6,0
9.21,13.99,1.478,61.7,56.73,14.33,1,5,0
33.25,10.41,0.991,37.4,30.08,97.83,1,18,0
32.84,36.28,2.287,18.1,32.59,59.7,0,13,0
38.32,33.57,0.173,27.5,17.82,32.45,1,19,0
18.53,31.5,0.691,26.4,39.56,58.84,0,17,0
24.77,11.8,0.147,32.1,26.26,105.11,1,8,0
8.83,49.61,10.149,185.6,13.92,24.13,1,19,1
27.2,37.88,0.647,184.6,46.11,34.14,2,6,0
19.63,37.75,3.528,10.4,45.27,52.99,1,16,0
34.28,36.85,5.603,79.7,50.33,16.65,1,12,1
48.99,79.74,3.172,98.1,49.1,11.69,1,5,0
6.83,34.6,2.295,115.6,65.86,39.6,0,23,0
17.1,22.97,0.27,51.8,43.95,104.72,1,3,0
30.22,43.98,2.09,113.5,39.1,40.11,2,14,0
13.46,26.13,1.167,90.5,53.37,2.43,1,0,0
52.11,12.27,2.608,47.8,47.8,42.3,0,6,0
20.63,57.97,2.741,12.4,23.63,59.43,1,22,0
42.0,24.33,2.474,156.2,30.0,16.12,1,0,0
36.17,47.25,4.001,64.7,36.34,32.76,1,6,0
53.01,21.76,3.354,100.5,73.34,40.24,2,13,0
27.09,35.3,1.124,9.8,62.97,34.01,4,10,1
24.77,10.82,7.803,88.2,20.11,79.02,0,16,1
23.94,68.17,0.08,33.0,28.91,9.71,1,7,0
45.75,53.85,0.729,30.8,42.61,8.34,0,13,0
20.21,43.02,0.802,42.5,44.35,7.87,0,1,0
33.28,1.69,0.857,59.3,23.16,79.18,0,12,0
40.68,58.07,0.445,35.9,60.31,116.98,2,16,0
15.96,33.22,2.089,21.1,88.35,16.1,1,23,0
36.42,55.73,1.814,14.5,26.87,59.92,0,5,0
22.08,64.87,0.153,245.0,35.66,9.01,1,16,0
35.26,31.29,0.266,886.4,46.63,1.72,1,16,1
9.12,45.03,1.862,65.5,20.87,48.23,2,16,0
15.39,28.01,2.064,48.0,72.88,101.87,4,6,1
29.7,51.84,1.025,33.9,47.01,50.72,1,16,0
60.08,33.51,2.897,65.1,43.51,182.97,1,8,0
11.7,59.25,0.091,51.6,57.12,368.92,1,5,0
48.61,12.04,0.92,165.3,19.65,46.27,0,20,0
16.82,53.11,1.034,175.8,60.81,61.47,1,14,0
37.92,25.56,6.095,96.9,35.09,62.63,0,15,1
19.89,6.43,0.523,52.3,38.4,5.41,0,8,0
50.72,80.33,2.323,18.0,59.86,3.35,0,14,1
15.09,56.61,0.717,46.2,36.3,58.58,0,3,0
33.74,19.05,5.031,11.6,26.68,51.63,1,2,1
38.79,30.0,0.997,149.5,36.41,100.97,2,8,0
9.9,39.11,0.276,134.8,62.15,169.6,0,14,0
49.25,43.84,1.377,98.0,41.71,23.54,0,5,0
49.93,11.79,3.049,71.7,40.55,98.59,0,2,0
25.65,54.54,2.551,254.1,56.81,16.44,0,18,0
50.94,24.36,2.644,3.5,4.44,5.98,0,16,0
20.8,18.55,1.05,34.1,46.17,36.7,1,3,0
26.27,9.42,1.908,52.1,46.44,42.33,1,7,0
28.32,50.16,2.354,18.1,38.19,77.68,0,17,0
16.46,66.35,0.492,2.4,28.18,12.83,0,17,0
2.17,37.64,1.742,8.0,50.65,23.12,1,13,0
79.49,27.59,0.134,125.2,86.6,46.56,2,22,1
24.46,78.88,1.909,12.2,42.95,27.55,1,10,0
10.12,18.02,3.272,13.8,51.82,5.7,0,6,0
38.88,70.57,2.073,102.2,77.31,82.41,0,15,0
35.32,50.14,2.854,262.4,79.53,191.84,3,15,0
17.14,63.81,1.367,26.0,39.41,130.84,0,8,0
27.76,41.17,3.262,23.6,18.81,24.07,0,5,0
26.3,26.93,1.254,90.1,15.37,91.69,2,23,0
15.68,38.97,0.657,14.7,35.88,182.55,0,0,0
24.7,56.46,0.78,14.1,27.38,15.01,0,2,0
42.53,26.68,0.179,17.3,58.52,25.23,0,16,0
5.91,28.18,9.217,20.8,56.05,13.89,1,18,1
47.73,1.49,0.337,268.4,18.7,62.75,0,22,0
47.71,59.97,1.035,200.9,56.82,0.31,1,22,0
43.83,35.95,0.129,14.2,65.65,29.15,4,2,1
29.64,75.04,1.311,70.9,52.91,112.38,0,11,0
29.7,54.9,3.346,24.9,28.09,47.36,3,14,0
39.52,29.5,0.885,244.2,40.9,87.23,0,16,0
6.16,13.01,0.323,259.1,18.87,18.03,2,0,0
32.8,52.69,0.685,55.5,55.57,29.96,0,3,0
44.57,20.52,2.809,129.4,31.44,3.69,3,18,0
27.42,1.79,6.793,129.4,30.37,14.71,3,17,1
32.75,48.88,2.097,92.0,53.44,29.86,2,10,0
24.44,32.27,0.983,15.5,77.85,66.03,2,6,0
24.85,8.27,0.935,8.3,47.84,40.15,1,14,0
47.58,58.25,0.261,184.5,51.83,26.6,1,7,0
14.24,19.04,2.794,17.2,14.34,37.48,0,3,0
46.66,43.75,1.497,13.2,36.45,57.46,1,0,0
22.53,9.2,1.204,55.3,72.73,19.35,0,18,0
14.15,75.89,4.575,386.0,26.39,47.99,2,2,0
17.72,9.36,3.283,16.2,44.48,160.49,1,19,0
27.1,35.17,6.0,48.3,29.0,15.32,0,5,1
22.31,44.35,0.822,32.3,18.4,41.51,3,19,0
30.0,79.92,0.254,114.5,31.96,3.45,0,23,0
31.78,28.26,2.604,110.7,40.86,24.93,0,9,0
18.84,51.99,0.053,54.5,56.25,156.36,1,22,0
27.44,40.17,2.92,122.7,42.44,1.38,3,6,0
12.38,38.25,5.661,237.1,34.79,3.43,1,5,1
13.0,25.23,1.296,33.1,20.96,89.77,1,1,0
28.32,28.29,0.557,50.2,33.25,15.64,2,18,0
38.72,24.18,2.202,47.7,37.53,68.01,3,17,0
54.37,11.04,0.209,54.3,38.57,18.53,2,5,0
32.04,50.29,0.058,78.1,36.07,43.2,2,11,0
21.57,70.4,0.311,96.9,33.58,33.64,0,7,0
16.81,29.87,0.493,21.1,78.62,25.3,1,5,0
39.66,35.24,0.878,23.2,13.67,87.73,0,9,0
34.05,68.13,1.218,162.0,33.84,37.55,0,6,0
45.6,38.98,1.583,34.9,36.17,26.06,2,20,0
10.68,13.29,1.416,129.0,67.59,27.62,2,18,0
36.09,82.0,3.274,64.3,69.23,11.92,0,13,1
35.91,47.1,0.327,29.9,55.47,34.91,1,0,0
34.83,39.8,0.049,24.0,77.89,71.76,1,13,0
11.6,35.1,1.541,35.7,62.7,39.44,2,8,0
6.04,29.29,1.299,126.6,16.97,45.29,1,23,0
18.18,7.8,2.324,48.4,70.52,94.25,0,15,0
39.17,37.57,0.933,47.2,50.9,154.91,2,16,0
46.99,61.39,0.8,142.2,27.98,144.0,1,10,0
10.63,52.52,0.967,48.1,45.27,45.18,1,16,0
16.97,43.94,0.395,89.2,59.01,148.95,0,6,0
31.75,51.22,0.525,128.4,53.68,57.69,1,15,0
64.26,44.72,0.485,67.3,68.88,40.38,1,2,0
5.83,39.39,0.211,26.9,26.12,75.22,3,12,0
7.06,34.62,0.35,9.6,10.61,136.71,0,20,0
19.25,12.43,2.201,91.1,51.93,13.85,1,16,0
15.65,27.22,0.124,37.0,81.7,35.37,2,1,0
41.2,6.49,2.092,13.8,50.44,48.05,1,9,0
19.6,24.27,5.89,61.1,38.5,97.09,1,14,1
68.06,32.81,3.34,14.4,40.74,18.17,0,6,0
36.36,46.1,0.255,50.9,31.78,11.28,2,3,0
24.3,72.04,1.057,101.6,74.56,26.53,2,8,0
27.33,79.77,1.574,30.9,45.73,1.08,2,14,0
16.97,26.79,4.284,130.3,73.87,148.85,1,13,0
14.11,62.93,0.585,75.2,47.71,60.66,4,13,1
5.65,86.99,0.313,117.8,45.23,35.57,2,20,1
34.09,27.89,0.5,313.6,71.58,38.68,1,4,0
12.44,82.05,0.372,33.1,19.7,150.67,0,0,1
8.07,74.12,2.756,34.9,33.81,11.3,1,8,0
19.44,17.06,1.851,30.1,52.26,23.92,2,2,0
14.43,51.23,0.318,265.9,25.53,14.28,2,0,0
52.97,33.88,0.011,276.9,44.16,12.11,0,16,0
42.58,63.73,0.011,286.3,69.37,27.35,0,17,0
3.98,44.01,0.177,66.0,37.96,31.39,0,14,0
10.71,34.77,0.045,69.2,27.89,28.77,0,5,0
38.88,47.17,2.071,42.7,59.76,49.72,1,1,0
45.7,14.22,0.072,16.7,22.85,20.19,2,0,0
7.14,83.72,0.751,39.8,5.88,6.26,1,20,1
17.36,26.8,2.088,39.7,25.88,1.25,1,23,0
13.28,33.6,0.505,475.8,22.68,14.27,0,23,0
41.59,40.89,0.565,141.7,32.03,231.75,0,3,0
32.98,53.91,2.388,18.9,35.28,6.5,2,15,0
27.68,25.82,8.816,31.8,24.9,0.56,0,16,1
27.01,31.98,1.516,22.8,55.34,72.57,1,20,0
29.76,13.3,1.521,13.9,60.65,93.49,2,22,0
19.35,29.72,0.786,19.9,34.42,91.45,2,5,0
29.62,18.82,5.357,4.1,61.86,50.8,0,16,1
33.91,38.59,2.566,19.4,34.68,68.44,0,16,0
25.57,66.72,0.002,14.6,36.62,143.85,0,22,0
49.42,18.87,2.524,29.7,16.88,124.63,2,21,0
3.39,64.42,0.503,58.1,32.73,64.05,1,5,0
27.92,52.1,0.18,249.8,55.86,37.82,1,11,0
39.62,47.65,6.3,12.7,54.43,37.94,0,4,1
58.16,48.05,0.097,80.4,64.63,46.21,1,5,0
37.32,57.68,0.085,440.7,36.51,31.1,0,17,0
41.89,41.68,0.196,94.0,40.53,0.22,1,13,0
22.45,41.23,6.368,140.1,27.76,65.91,0,19,1
55.31,44.06,0.956,34.5,74.56,0.05,2,5,0
24.23,44.52,0.082,42.0,35.75,201.97,2,0,0
19.66,25.01,0.871,96.1,31.77,12.85,0,15,0
55.9,46.27,2.295,79.0,45.17,37.13,1,19,0
11.03,84.41,3.966,61.3,27.86,47.63,0,10,1
26.83,46.51,0.641,65.7,63.53,16.2,1,13,0
